Source IP,Destination IP,Protocol,Source Port,Destination Port
10.24.77.252,224.0.0.22,OTHER,-,-
10.24.77.90,224.0.0.251,UDP,5353,5353
10.24.77.205,224.0.0.251,UDP,5353,5353
10.24.77.159,224.0.0.251,UDP,5353,5353
10.24.73.229,224.0.0.252,UDP,60464,5355
10.24.77.252,10.24.95.255,UDP,137,137
10.24.77.252,10.24.95.255,UDP,137,137
10.24.77.252,10.24.95.255,UDP,137,137
10.24.64.127,10.24.95.255,UDP,138,138
10.24.64.127,10.24.95.255,UDP,138,138
10.24.77.57,224.0.0.22,OTHER,-,-
10.24.77.72,224.0.0.251,UDP,5353,5353
10.24.77.44,239.255.255.250,UDP,58160,1900
0.0.0.0,255.255.255.255,UDP,68,67
10.24.77.57,224.0.0.22,OTHER,-,-
0.0.0.0,255.255.255.255,UDP,68,67
10.24.76.226,224.0.0.251,UDP,5353,5353
